Empresa,Código,Descrição,Classificação Fiscal,EAN (Unidade),EAN (Display),EAN  (Caixa),Cod,Grupo,Cod,Familia,Cadastras
NESTLE,414479,PASSATEMPO Bisc Leite MP BR 28x225g BR  ,1905.31.00      ,7891000022245,,7891000022252,,,,,Não
NESTLE,414480,NESTLE Cob Hidrog Marfim NPro 6x2 3kg XR,1806.20.00      ,7891000000854,,17891000000660,522,02-NP Chocolates,3,02c-Cobertura Compound,Não
NESTLE,414482,NESTLE Cob Hidrogenada NPro 6x2 3kg XR  ,1806.20.00      ,7891000448205,,17891000044824,522,02-NP Chocolates,3,02c-Cobertura Compound,Não
NESTLE,414485,Licor Cacau 1kg XW                      ,1803.10.00      ,,,,,,,,Não
NESTLE,414495,PASSATEMPO Bisc Rech MP 30x228 6g BR    ,1905.31.00      ,7891000022610,,7891000022627,,,,,Não
NESTLE,414512,NESQUIK Bebida Lactea Choc 9 3x200ml    ,2202.99.00EX01  ,7891000022535,,7891000022542,,,,,Não
NESTLE,414513,NESTLE Choc em Po Soluvel 25x200g XI    ,1806.10.00      ,7891000451304,,17891000045135,108,CHOCOLATES NESTLE,59,POS NESTLE,Sim
NESTLE,414525,MOCA FIESTA PRESTIGIO LC 24x365g BR     ,1901.90.90      ,7891000022580,,7891000022597,,,,,Não
NESTLE,414529,NESTLE Choc Po Solu 50  NPro 6x2kg XR   ,1806.10.00      ,7891000452905,,17891000045296,522,02-NP Chocolates,4,02d-Chocolate Pó,Sim
NESTLE,414530,Chocolate Po 50  NPro 25kg BR           ,1806.10.00      ,7891000453001,,7891000453001,522,02-NP Chocolates,4,02d-Chocolate Pó,Sim
NESTLE,414537,BONO Biscoito Wafer Chocolate 50x150g BR,1905.32.00      ,7891000022849,,7891000022856,,,,,Não
NESTLE,414541,BONO Bisc Wafer Doce de Leite 50x150g BR,1905.32.00      ,7891000022788,,7891000022795,,,,,Não
NESTLE,414547,BONO Bisc Wafer Choc Branco 50x150g BR  ,1905.32.00      ,7891000023112,,7891000023129,,,,,Não
NESTLE,414548,BONO Bisc Rech Choc Branco 40x200g BR   ,1905.31.00      ,7891000023099,,7891000023105,,,,,Não
NESTLE,414557,NEGRESCO Biscoito Wafer 50x150g BR      ,1905.32.00      ,7891000022764,,7891000022771,,,,,Não
NESTLE,414560,Manteiga Liq de Cacau 1kg BR            ,1803.10.00      ,,,,,,,,Não
NESTLE,414582,NESTLE Choc Po Solu 32  NPro 6x2kg XR   ,1806.10.00      ,7891000458204,,17891000045821,522,02-NP Chocolates,4,02d-Chocolate Pó,Sim
NESTLE,414583,NESTLE Choc Po Soluvel S32  NPro 25kg XR,1806.10.00      ,7891000458303,,7891000458303,522,02-NP Chocolates,4,02d-Chocolate Pó,Sim
NESTLE,414602,PRESTIGIO Chocolate 30x33g BR           ,1806.90.00      ,7891000460207,7891000460214,17891000046026,108,CHOCOLATES NESTLE,54,CANDY BARS NESTLE,Sim
NESTLE,414616,NESCAU Ball Chocolate 24x30g BR         ,1806.90.00      ,7891000461600,7891000461617,17891000046163,,,,,Não
NESTLE,414649,CHARGE Chocolate 12 30x40g  XW          ,1806.90.00      ,7891000464908,7891000464915,17891000046491,108,CHOCOLATES NESTLE,54,CANDY BARS NESTLE,Sim
NESTLE,414659,NESTLE CHUNKY SharePack 6 24x2.5oz  US  ,1806.32.10      ,28000083908,28000083205,28000083236,,,,,Não
NESTLE,414662,NESTLE ESPECIALIDADES 30x400g XI        ,1806.90.00      ,7891000467404,,47891000467402,,,,,Não
NESTLE,414664,CHUNKY Single 10 24x1.4oz  US           ,1806.32.10      ,28000084004,28000215033,28000521509,,,,,Não
NESTLE,414680,ALPINO Bonbon 16 50x13g  BR             ,1806.90.00      ,7891000468012,,17891000046804,,,,,Não
NESTLE,414681,ALPINO Bombons Tubo 45x104g BR          ,1806.90.00      ,7891000468104,,17891000046811,,,,,Não
NESTLE,414686,CHOKITO Chocolate 18x960g BR            ,1806.90.00      ,7891000462300,7891000003299,17891000003678,,,,,Não
NESTLE,414716,GALAK Ovo de Pascoa 15x240g XI          ,1704.90.10      ,7891000471609,,17891000047160,,,,,Não
NESTLE,414753,PRESTIGIO Ovo de Pascoa 12x375g XI      ,1806.90.00      ,7891000473900,,17891000047399,,,,,Não
NESTLE,414754,CRUNCH Ovo de Pascoa 12x375g XI         ,1806.90.00      ,7891000474501,,17891000047450,,,,,Não
NESTLE,414794,NESTLE Ovo de Pascoa Requinte 6x780gXI  ,1806.90.00      ,7891000000366,,17891000000257,,,,,Não
NESTLE,414803,TOFFEE Bicolor 5kg XW                   ,1806.90.00      ,7891000006818,,17891000005498,,,,,Não
NESTLE,414810,NESTLE Toffee Choc Branco 20x143g XI    ,1704.90.20      ,7891000481004,,17891000048105,,,,,Não
NESTLE,414812,NESTLE Toffee Duplo Sabor 20x143g XI    ,1806.90.00      ,7891000481202,,17891000048129,,,,,Não
NESTLE,414907,NESTLE CLASSIC Ovo de Pascoa 15x240g XI ,1806.90.00      ,7891000003770,,17891000003296,,,,,Não
NESTLE,414924,PASSATEMPO Bisc Leite C C 10x720g BR    ,1905.31.00      ,7891000023242,,7891000023259,,,,,Não
NESTLE,414927,PRESTIGIO Biscoito Wafer 50x150g BR     ,1905.32.00      ,7891000023303,,7891000023310,,,,,Não
NESTLE,414928,GALAK Biscoito Wafer 50x150g BR         ,1905.32.00      ,7891000023280,,7891000023297,,,,,Não
NESTLE,414936,NESCAU Bebida Lactea Light 9 3x200ml  BR,2202.99.00EX01  ,7891000023167,,7891000023181,101,ACHOCOLATADOS RTD,2,RTD 200ML ESPECIAIS,Não
NESTLE,414945,NIDEX Form Inf Diet 12x550g BR          ,1702.90.00      ,7891000023327,,7891000023334,,,,,Não
NESTLE,414946,NESSUCAR ComplementoNutricional12x550gXI,1702.90.00      ,7891000023570,,7891000023587,,,,,Não
NESTLE,414964,NEGRESCO Biscoito Recheado 60x140g BR   ,1905.31.00      ,7891000023808,,7891000023815,,,,,Não
NESTLE,414965,NESTON 3Cereais 18x400g PR 400 370 BR   ,1104.29.00      ,7891000024409,,7891000024416,,,,,Não
DPA,414973,CHAMYTO Blactea Mor Cer Crml 24x130g BR ,0403.90.00EX01  ,7891000024027,,7891000024034,,,,,Não
NESTLE,414976,NESTLE Fundo 127mm C  Vedante 705 3kg XI,7212.20.10      ,7891000024119,,,,,,,Não
NESTLE,414981,NESTLE Fundo 99mm Sem Vedante 673 9kg XI,8309.90.00      ,7891000024102,,,,,,,Não
NESTLE,414982,NESTLE Tampa   Fundo 73mm S V 772 4kg XI,8309.90.00      ,7891000024089,,,,,,,Não
NESTLE,414983,NEST Tpa Fundo Cream 73mm C V 800 8kg XI,7326.90.90      ,7891000024096,,,,,,,Não
NESTLE,414984,NESTLE Tpa P Off 127mm 60m C V 378.3kgXI,8309.90.00      ,7891000024041,,,,,,,Não
NESTLE,414985,NESTLE Tpa Poff 127mm 90m C V 602 6kg XR,8309.90.00      ,7891000024058,,,,,,,Não
NESTLE,414986,NESTLE Tpa Poff 127mm 90m C V 401 7kg XI,8309.90.00      ,7891000024355,,,,,,,Não
NESTLE,414988,NESTLE Tpa Poff 73mm 60m C V 539.8kg CO ,8309.90.00      ,7891000024133,,                  ,,,,,Não
NESTLE,414993,NESTLE Tpa Poff 99mm 60m C V 398 6kg XI ,8309.90.00      ,7891000024164,,,,,,,Não
NESTLE,415012,MAGGI GRIL Tempero 30x120g XW           ,2103.90.21      ,7891000502204,,17891000000080,117,MAGGI,120,TEMPEROS VIDRO,Sim
NESTLE,415013,MAGGI Amaciante Car c  Tempero 30x120gBR,3507.90.26      ,7891000502303,,17891000000097,117,MAGGI,120,TEMPEROS VIDRO,Sim
NESTLE,415014,MAGGI FONDOR Tempero 30x120g BR         ,2103.90.21      ,7891000502105,,17891000000295,117,MAGGI,120,TEMPEROS VIDRO,Sim
NESTLE,415071,NESCAFE ORIGINAL Stick Bulk 1200x1 5g BR,2101.11.10      ,78919341,,7891000024607,,,,,Não
NESTLE,415078,NESCAFE DOLCA Sachet 24x50g BR          ,2101.12.00      ,7891000024454,,7891000024461,118,NESCAFE,125,NESCAFE SACHET,Não
NESTLE,415079,NIDEX Formula Infantil 12x550g XE       ,1702.90.00      ,7891000024478,,7891000024485,,,,,Não
NESTLE,415084,MAGGI MEU SEGREDO Temp Gran 42 7x7g BR  ,2103.90.21      ,7891000006689,,17891000005153,117,MAGGI,119,TEMPEROS SACHET,Sim
NESTLE,415102,NESTLE Tpa Poff 73mm 60m S V 735 21kg XI,8309.90.00      ,7891000024140,,,,,,,Não
NESTLE,415119,NESTLE Creme Lata Cash 16 3x300g  BR    ,0401.50.29      ,7891000024812,,7891000024829,,,,,Não
NESTLE,415122,CLASSIC Bombons 24x244g MX              ,1806.90.00      ,7891000026168,,7891000026175,,,,,Não
NESTLE,415123,NINHO Lepo Integral Familia 12x1 1kg BR ,0402.21.10      ,7891000258408,,7891000025857,,,,,Não
NESTLE,415170,MAGGI Caldo Carne 8x1 26kg XR           ,2104.10.19      ,7790430063005,,17891000051709,,,,,Não
NESTLE,415171,MAGGI Caldo Galinha 8x1 26kg XR         ,2104.10.19      ,7790430062992,,17891000051716,,,,,Não
NESTLE,415172,MAGGI Caldo Verdura 8x126kg XR          ,2104.10.19      ,7790430062985,,17891000051723,,,,,Não
NESTLE,415173,MAGGI Caldo Verdura 30 24x21g  XR       ,2104.10.11      ,7790430063036,7891000062463,17891000051730,,,,,Não
NESTLE,415174,MAGGI Caldo Galinha 60x126g XR          ,2104.10.11      ,7790430062961,,17891000051747,,,,,Não
NESTLE,415176,MAGGI Caldo Carne 60x126g XR            ,2104.10.11      ,7790430062978,,7790430162975,,,,,Não
NESTLE,415177,MAGGI Caldo Galinha 30x504g XR          ,2104.10.11      ,7790430063043,,17891000051778,,,,,Não
NESTLE,415178,MAGGI Caldo Carne 30x504g XR            ,2104.10.11      ,7790430063067,,17891000051785,,,,,Não
NESTLE,415206,MAGGI Caldo Galinha 12 10x63g  BR       ,2104.10.11      ,7891000520604,                  ,17891000052065,117,MAGGI,115,CALDOS,Não
NESTLE,415207,MAGGI Caldo Carne Dspl 12 10x63g  BR    ,2104.10.11      ,7891000528907,7891000520703,17891000052072,117,MAGGI,115,CALDOS,Não
NESTLE,415220,MAGGI Caldo Galinha Tira 30 24x21g  BR  ,2104.10.11      ,7891000522004,7891000522011,17891000052201,117,MAGGI,115,CALDOS,Não
NESTLE,415221,MAGGI Caldo Carne Tira 30 24x21g  BR    ,2104.10.11      ,7891000522103,7891000522110,17891000052218,117,MAGGI,115,CALDOS,Não
NESTLE,415225,MAGGI Caldo Galinha 162x63g BR          ,2104.10.11      ,7891000528709,,17891000000608,117,MAGGI,115,CALDOS,Não
NESTLE,415226,MAGGI Caldo Carne 162x63g BR            ,2104.10.11      ,7891000528907,,17891000000615,117,MAGGI,115,CALDOS,Não
NESTLE,415261,SURPRESA Superman Ovo Pascoa 15x180g BR ,1806.90.00      ,7891000025208,,7891000025215,,,,,Não
NESTLE,415267,GALAK DIET Ovo de Pascoa 15x240g BR     ,1806.90.00      ,7891000025284,,7891000025291,,,,,Não
NESTLE,415278,CLASSIC Gianduia Ovo de Pascoa 6x600g BR,1806.90.00      ,7891000026502,,7891000026519,,,,,Não
NESTLE,415294,MAGGI Caldo Galinha 90x126g BR          ,2104.10.11      ,7891000528808,,17891000000592,117,MAGGI,115,CALDOS,Não
NESTLE,415295,MAGGI Caldo Carne 90x126g BR            ,2104.10.11      ,7891000529003,,17891000000585,,,,,Não
NESTLE,415301,MAGGI Sopa Creme Ervilha Bacon 12x68g BR,2104.10.11      ,7891000530108,7891000530115,17891000053017,,,,,Não
NESTLE,415303,MAGGI Sopa Creme Aspargos 12x70g BR     ,2104.10.11      ,7891000001806,7891000001813,17891000001551,,,,,Não
NESTLE,415304,MAGGI Sopa Creme Galinha 12x63g BR      ,2104.10.11      ,7891000530405,7891000530412,17891000053048,117,MAGGI,116,DEMAIS SOPAS,Não
NESTLE,415306,MAGGI Sopa Cebola 12x68g BR             ,2104.10.11      ,7891000530603,7891000530610,17891000053062,117,MAGGI,116,DEMAIS SOPAS,Sim
NESTLE,415328,MAGGI Creme de Cebola NPro 6x1kg XW     ,2104.10.11      ,7891000532805,,17891000053284,523,03-NP Culinários,5,03e-MAGGI Meals,Sim
NESTLE,415374,BONO Bisc Recheado Chocolate 40x240g BR ,1905.31.00      ,7891000025758,,7891000025765,,,,,Não
NESTLE,415379,BONO Biscoito Wafer Chocolate 46x180g BR,1905.32.00      ,7891000025826,,7891000025833,,,,,Não
NESTLE,415380,BONO Biscoito Wafer Morango 46x180g BR  ,1905.32.00      ,7891000025802,,7891000025819,,,,,Não
NESTLE,415383,BONO Bisc Wafer Doce de Leite 46x180g BR,1905.32.00      ,7891000026021,,7891000026038,,,,,Não
NESTLE,415385,MAGGI Creme Cebola 12x68g BR            ,2104.10.11      ,7891000538500,7891000538517,17891000053857,117,MAGGI,116,DEMAIS SOPAS,Sim
NESTLE,415398,BONO Biscoito Wafer Choc C C 10x750g BR ,1905.32.00      ,7891000026069,,7891000026076,,,,,Não
NESTLE,415400,MAGGI Sopao Sp Costela 24x200g BR       ,2104.10.11      ,7891000026182,,7891000026199,117,MAGGI,118,SOPAO,Sim
NESTLE,415412,NESTON Bar Goiaba Cobertura 12 24x25g BR,1904.20.00      ,7891000026526,7891000026557,7891000026564,,,,,Não
NESTLE,415417,NESCAFE Descafeinado 24x50g BR          ,2101.11.10      ,78920767,,7891000026373,,,,,Não
NESTLE,415420,NESCAFE Descafeinado Sachet 24x50g BR   ,2101.11.10      ,7891000026403,,7891000026410,118,NESCAFE,125,NESCAFE SACHET,Sim
NESTLE,415443,MAGGI Sopa Arroz e Galinha 10x70g BR    ,2104.10.11      ,7891000544303,7891000544310,17891000054434,117,MAGGI,116,DEMAIS SOPAS,Não
NESTLE,415444,MAGGI Sopa Carne Conchinhas 10x63g BR   ,2104.10.11      ,7891000544402,7891000544419,17891000054441,117,MAGGI,116,DEMAIS SOPAS,Sim
NESTLE,415446,MAGGI Sopa Gl Fidelini 12 10x60g BR     ,2104.10.11      ,7891000544600,7891000544617,17891000054465,117,MAGGI,116,DEMAIS SOPAS,Sim
NESTLE,415488,BONO Wafer Chocolate C C 10x750g BR     ,1905.32.00      ,7891000026946,,7891000026953,,,,,Não
NESTLE,415491,NEGRESCO Biscoito Wafer C C 10x750g BR  ,1905.32.00      ,7891000026984,,7891000026991,,,,,Não
NESTLE,415493,NEGRESCO Recheado C C 10x800g BR        ,1905.31.00      ,7891000027066,,7891000027073,,,,,Não
NESTLE,415496,BONO Rech Doce De Leite C C 10x800g BR  ,1905.31.00      ,7891000027103,,7891000027110,,,,,Não
NESTLE,415521,TOST Tortines Bisc Choc C C 10x825g BR  ,1905.31.00      ,7891000027523,,7891000027530,,,,,Não
NESTLE,415524,TOSTINES Bisc Rech Choc C C 10x800g BR  ,1905.31.00      ,7891000026823,,7891000026830,,,,,Não
NESTLE,415525,TOSTINES Bisc Rech Mrg C C 10x800g BR   ,1905.31.00      ,7891000026809,,7891000026816,,,,,Não
NESTLE,415526,TOSTINES Bisc Maizena C C 10x800g BR    ,1905.31.00      ,7891000026786,,7891000026793,,,,,Não
NESTLE,415527,TOSTINES Bisc Agua e Sal C C 10x800g BR ,1905.31.00      ,7891000026762,,7891000026779,,,,,Não
NESTLE,415533,MOCA LeiteCondensadoRech NPro 6x2 6kg XW,0402.99.00      ,7891000027387,,7891000027394,521,01-NP Lácteos,1,01a-Top Lácteos,Sim
NESTLE,415604,MAGGI Pure de Batatas NPro 20kg XW      ,1105.20.00      ,7790430034210,,                  ,,,,,Não
NESTLE,415611,NESCAU Powder 30x400g JP                ,1806.90.00EX01  ,7891000009437,,7891000029497,,,,,Não
NESTLE,415613,CRUNCH Barra de Chocolate 18 24x44g  US ,1806.32.10      ,28000131708,28000349257,28000752101,,,,,Não
NESTLE,415633,TOSTINES Bisc Cream Cracker 40x200g XI  ,1905.31.00      ,7891168100083,,7891000028391,,,,,Não
NESTLE,415637,TOSTINES Biscoito Agua e Sal 40x200g XI ,1905.31.00      ,7891168100076,,7891000028438,,,,,Não
NESTLE,415645,SALCLIC Bisc CrackerAperitivo 40x100g XI,1905.31.00      ,7891000007204,,7891000028483,,,,,Não
NESTLE,415657,NESTLE Biscoito Aveia e Mel 40x200g XI  ,1905.31.00      ,7891000913000,,7891000028544,,,,,Não
NESTLE,415659,NESTLE Biscoito Coco 40x200g XI         ,1905.31.00      ,7891000919507,,7891000028568,,,,,Não
NESTLE,415661,NESTLE Biscoito Leite e Mel 40x200g XI  ,1905.31.00      ,7891000919705,,7891000028582,,,,,Não
NESTLE,415680,TOSTINES Biscoito Rech Choc 50x160g XI  ,1905.31.00      ,7891000019399,,7891000028414,,,,,Não
NESTLE,415734,BONO Biscoito Wafer Chocolate 50x150g XI,1905.32.00      ,7891000022849,,7891000028834,,,,,Não
NESTLE,415735,BONO Bisc Wafer Morango 50x150g XI      ,1905.32.00      ,7891000022825,,7891000028841,,,,,Não
NESTLE,415820,MAGGI Sopao Galinha 24x200g BR          ,2104.10.11      ,7891000582008,,17891000058203,117,MAGGI,118,SOPAO,Sim
NESTLE,415821,MAGGI Sopao Sp Carne 24x200g BR         ,2104.10.11      ,7891000582107,,17891000058210,117,MAGGI,118,SOPAO,Sim
NESTLE,415823,MAGGI SOPaO Sp Canja Galinha 24x200g BR ,2104.10.11      ,7891000582305,,17891000058234,117,MAGGI,118,SOPAO,Sim
NESTLE,415841,NESCAFE RICH-RICHE 12x475g Canister XI  ,2101.11.10      ,55000132152,,55000132145,,,,,Não
NESTLE,415848,MAGGI Sopa Feijao Macarrao 24x213g BR   ,2104.10.11      ,7891000584804,,17891000058487,117,MAGGI,118,SOPAO,Não
NESTLE,415878,MOCA LC Tradicional Lata 48x395g BR     ,0402.99.00      ,7891000030127,,7891000030134,,,,,Não
NESTLE,415885,MOCA LC Tradicional Pouch 30x200g BR    ,0402.99.00      ,7891000029428,,7891000029435,,,,,Não
NESTLE,415902,MOCA LC Tradicional Pouch 20x395g BR    ,0402.99.00      ,7891000029367,,7891000029374,,,,,Não
NESTLE,415907,NESTLE Creme de leite lata 35x200g BR   ,0401.50.29      ,7891000029343,,7891000029350,,,,,Não
NESTLE,415911,NESTLE Toffee Duplo Sabor 20x143g XI    ,1704.90.20      ,7891000030509,,7891000030516,,,,,Não
NESTLE,415924,NESTLE Creme de Leite Light 48x290g PH  ,0401.50.21      ,7891000030417,,7891000030424,,,,,Não
NESTLE,415941,NESCAFE RICH-RICHE 475g Canister Chep XI,2101.11.10      ,55000132152,,                  ,,,,,Não
NESTLE,416313,PRESTIGIO Bisc Tortinha 50x165g BR      ,1905.31.00      ,7891000031841,,7891000031858,,,,,Não
NESTLE,416331,MAGGI LAMEN Maca Inst Costela 48x85g BR ,1902.30.00      ,7891000031902,,7891000031919,,,,,Não
NESTLE,416332,MAGGI Lamen Maca Inst Picanha 48x85g BR ,1902.30.00      ,7891000031926,,7891000031933,,,,,Não
NESTLE,416989,TIDY CAT 6x2kg BR                       ,2512.00.00      ,7896015601164,,17896015601161,257,8-Areias,1,Tidy Cat,Não
FRONERI,417093,MEGA Sorvete Trufa Branco 18x77g BR     ,2105.00.10      ,7891000709306,,7891000709313,,,,,Não
FRONERI,417240,MEGA CLASSICO Sorvete 18x77g BR         ,2105.00.10      ,7891000708705,,7891000724019,,,,,Não
FRONERI,417822,NESTLE Sorvete Flocos Latao 3 6kg BR    ,2105.00.10      ,7891000004906,,,,,,,Não
NESTLE,418115,MAG LAMEN Macarrao Inst Gl Caip 48x85gBR,1902.30.00      ,7891000811504,,17891000081157,,,,,Sim
NESTLE,418116,MAGGI LAMEN Macarrao Inst Bacon 48x85gBR,1902.30.00      ,7891000811603,,17891000081164,,,,,Não
NESTLE,418120,MAGGI LAMEN Macarrao Inst Carne 48x85gBR,1902.30.00      ,7891000812006,,17891000081201,,,,,Sim
NESTLE,418121,MAG LAMEN Macarrao Inst Galinha 48x85gBR,1902.30.00      ,7891000812105,,17891000081218,,,,,Não
NESTLE,418192,MAGGI Pasta 3Min Meat 24x85g XR         ,1902.30.00      ,7802950002423,,17802950002420,,,,,Não
NESTLE,418193,MAGGI Pasta 3Min Pollo 24x85g XR        ,1902.30.00      ,7802950102369,,17802950102366,,,,,Não
NESTLE,418815,TOSTINES Bisc Cream Cracker 40x200g BR  ,1905.31.00      ,7891168100083,,17891168100080,,,,,Não
NESTLE,418816,TOSTINES Biscoito Agua e Sal 40x200g XI ,1905.31.00      ,7891168100076,,17891168100073,,,,,Não
NESTLE,418817,TOSTINES Bisc Cracker Agua 40x200g BR   ,1905.31.00      ,7891168100069,,17891168100066,,,,,Não
NESTLE,418872,TOSTINES Biscoito Maisena 40x200g XI    ,1905.31.00      ,7891168100014,,17891168100011,105,BISCOITOS,34,TOSTINES BISCOITOS SECOS & DOCES,Não
NESTLE,418886,CALIPSO Biscoito Coberto Jam 40x110g BR ,1905.31.00      ,7891000002353,,17891000002145,,,,,Não
NESTLE,418897,CALIPSO Biscoito Coberto 40x130g XI     ,1905.31.00      ,7891000889701,,17891000088972,105,BISCOITOS,23,BISCOITOS COBERTOS,Sim
NESTLE,419013,SALCLIC Biscoito Aperitivo 40x100g BR   ,1905.31.00      ,7891000007204,,17891000005924,,,,,Não
NESTLE,419128,PASSATEMPO Biscoito Cob Choc 36x120g XI ,1905.31.00      ,7891000912805,,17891000091286,105,BISCOITOS,23,BISCOITOS COBERTOS,Sim
NESTLE,419130,NESTLE Biscoito Aveia e Mel 40x200g BR  ,1905.31.00      ,7891000913000,,17891000091309,,,,,Não
NESTLE,419195,NESTLE Biscoito Coco 40x200g BR         ,1905.31.00      ,7891000919507,,17891000091958,,,,,Não
NESTLE,419489,NEGRESCO Bisc Granulado NPro 6x1000g XR ,1905.31.00      ,7891000948903,,17891000094898,525,05-NP Biscoitos,1,05a-Biscoitos,Sim
NESTLE,419494,NEGRESCO Biscoito Recheado 40x200g BR   ,1905.31.00      ,7891000949405,,17891000094942,,,,,Não
NESTLE,419570,PASSATEMPO Bisc Choc Mini Wfr 25x40g BR ,1905.32.00      ,7891000003930,7891000003947,17891000003449,,,,,Não
NESTLE,428465,CAJA ROJA Bombons Caixa 8x200g ES       ,1806.90.00      ,8410100049526,,8410100979854,,,,,Não
FRONERI,450379,EPA Svt Doce de Leite Max Ddl 18x93g XR ,2105.00.10      ,7790430003797,,17790430003794,,,,,Não
FRONERI,450584,MEGA Svt Amendoas Com Calda 20x65g XR   ,2105.00.10      ,7790430005845,,17790430005842,,,,,Não
NESTLE,450816,HEAVEN Americ c  Morango e DDL 6x615g XR,2105.00.10      ,7790430370004,,7790430018166,,,,,Não
NESTLE,450829,HEAVEN Crm de Frutas Vermelhas 6x615g XR,2105.00.10      ,7790430008297,,7790430018296,,,,,Não
NESTLE,450836,HEAVEN DDL c  Pedaco Choc e Cda 6x590gXR,2105.00.10      ,7790430008365,,7790430018364,,,,,Não
FRONERI,450934,SIN PARAR Svt Chocolate 18x110g XR      ,2105.00.10      ,7790430009348,,17790430009345,,,,,Não
FRONERI,450936,SIN PARAR Svt Morango Copo 18x110g XR   ,2105.00.10      ,7790430009362,,17790430009369,,,,,Não
FRONERI,451036,HEAVEN Svt Morango c  Chocolate 6x616gXR,2105.00.10      ,7790430010368,,7790430110365,,,,,Não
NESTLE,451084,NESTLE Leite em Po Desnatado 25kg XR    ,0402.21.20      ,7613030003106,,,,,,,Não
NESTLE,451285,NESTLE Leite em Po Integral 25kg AR     ,0402.21.10      ,7790430012850,,,,,,,Não
NESTLE,451609,NESTLE Leite em Po Com Vit 25 kg VE     ,0402.21.10      ,7790430016094,,,,,,,Não
GAROTO,454907,GAROTO Bombom Sortidos 30x400g AR       ,1806.90.00      ,705395110326,,27891008110337,,,,,Não
NESTLE,1654163,NESCAFE ALTA RICA Jar 12x100g N2 XE     ,2101.11.10      ,3033710074815,,3033710103140,,,,,Não
NESTLE,1661030,NOIR TRUFFES CcuPed 12x250g Natal FR    ,1806.90.00      ,3033710043484,,3033710239269,,,,,Não
NESTLE,1662032,CHEF Fundo Claro de Aves 6x600g FSTnr FR,2103.90.21      ,3033710032686,,3033710268146,,,,,Não
NESTLE,1665273,NESCAFE RICH-RICHE Fras 12x200g CA      ,2101.11.10      ,55000125840,,55000125833,,,,,Não
NESTLE,1665274,NESCAFE RICH-RICHE Fras 24x50g CA       ,2101.11.10      ,55000125826,,55000125819,,,,,Não
NESTLE,4904666,ACQUA PANNA Mwt Nat OWG 99 4 6x250ml  XW,2201.10.00EX01  ,8002270009211,8002270028281,8002270057625,,,,,Não
NESTLE,4904870,S. PELLEGRINO Mwt Spkg OWG 55 15x75cl X2,2201.10.00EX01  ,8002270000188,,8002270052453,,,,,Não
NESTLE,6200071,SBUX HSBLD PCC 20x57g B1                ,0901.21.00      ,7613036957069,,7613036957076,,,,,Não
